epsilon,dL_depsilon,dG_depsilon,dR_depsilon,jacobian_core_factor_K
0.028612274678111588,-0.11266877114849048,-9.363632011142199e-07,0.5000625118987,1.5869518300537169
0.030042888412017167,-0.1184009947219098,-1.0843356598747252e-06,0.5000688211761235,1.5870056523349587
0.03147350214592275,-0.12404721871106014,-1.24712465915409e-06,0.5000755258564089,1.5870618622533355
0.032904115879828326,-0.12973254808924506,-1.4254390128731086e-06,0.5000824894337623,1.587120780856274
0.034334729613733905,-0.13538228181136108,-1.6199880004322446e-06,0.5000898153859753,1.5871822307458678
0.035765343347639485,-0.14094679375370386,-1.8314812938260032e-06,0.5000975631206711,1.587246059704548
0.037195957081545064,-0.14666855418800953,-2.0606290612693993e-06,0.5001053980195761,1.5873129475519006
0.038626570815450643,-0.152284964744795,-2.308141805954312e-06,0.5001137251257864,1.587382179991441
0.04005718454935622,-0.15788049013602043,-2.5747307932577804e-06,0.5001223551023684,1.5874539111884056
0.0414877982832618,-0.16361507618467924,-2.8611079674720072e-06,0.500131120602179,1.5875287629137762
0.04291841201716738,-0.1692199815014181,-3.167985350932964e-06,0.5001403804788898,1.5876057670584829
0.04434902575107296,-0.17486741908561745,-3.496075897472289e-06,0.5001498903096443,1.5876855497780222
0.04577963948497854,-0.18051511100797282,-3.84609334033119e-06,0.5001597117634271,1.5877679541619854
0.04721025321888412,-0.18612346644198152,-4.218751602391962e-06,0.5001699196368808,1.5878528417538713
0.0486408669527897,-0.1917693375971241,-4.614765630780956e-06,0.5001803663941227,1.5879404866153477
0.05007148068669528,-0.1974600093691761,-5.0348508553397364e-06,0.5001910499060773,1.5880309409596822
0.05150209442060086,-0.20314867035156267,-5.4797233855489195e-06,0.5002020361113745,1.5881239912736125
0.05293270815450644,-0.2087604766852688,-5.950100123760992e-06,0.5002134966764479,1.5882193596329817
0.05436332188841202,-0.2144455541902763,-6.446698731823941e-06,0.5002250970163801,1.5883176318531915
0.055793935622317596,-0.22006215713016922,-6.970237668471463e-06,0.5002371893655281,1.5884182792004764
0.057224549356223176,-0.22562481117951871,-7.521435841876808e-06,0.5002496746013585,1.5885212605438845
0.058655163090128755,-0.23135950667193583,-8.101013378315092e-06,0.500262127773598,1.5886277083500584
0.060085776824034334,-0.23701084356684837,-8.709691172025022e-06,0.5002750641063413,1.5887363640825853
0.061516390557939914,-0.24270256577171254,-9.348190637278017e-06,0.5002882148003711,1.5888478356357565
0.0629470042918455,-0.24835673278183532,-1.0017234266793587e-05,0.5003017715344268,1.588961754989149
0.06437761802575107,-0.2539677319582692,-1.0717545444826117e-05,0.5003157364655821,1.5890780711912844
0.06580823175965665,-0.2595410626745588,-1.1449848454858788e-05,0.5003301250045117,1.5891968452960006
0.06723884549356224,-0.2652711675411996,-1.2214868426766903e-05,0.500344410793854,1.5893190548899845
0.06866945922746781,-0.27101241766884054,-1.3013331611095861e-05,0.5003590076888975,1.5894439937541036
0.07010007296137338,-0.276543882669579,-1.3845965003768709e-05,0.5003744399854501,1.5895703580526166
0.07153068669527897,-0.28223760636747963,-1.4713496641988798e-05,0.5003897561800695,1.5897002833645189
0.07296130042918456,-0.2878967940158285,-1.5616655618562435e-05,0.5004054979973643,1.5898326668011962
0.07439191416309013,-0.29355012747924725,-1.6556172268906536e-05,0.5004215421237022,1.589967611710237
0.0758225278969957,-0.2992103591839019,-1.753277758743081e-05,0.500437906074634,1.5901052692212894
0.07725314163090129,-0.30486501098233226,-1.854720369878239e-05,0.5004545722510683,1.5902454901270604
0.07868375536480687,-0.3105664235307613,-1.9600184170748542e-05,0.5004714349040255,1.590388669528322
0.08011436909871245,-0.31614372735464885,-2.0692453407308983e-05,0.5004889718978273,1.5905336777752994
0.08154498283261802,-0.32180188727051423,-2.182474698072812e-05,0.5005065775094317,1.5906818527950748
0.0829755965665236,-0.3275437778656901,-2.2997801436890864e-05,0.5005242385027497,1.5908332239532204
0.08440621030042919,-0.3332060805728467,-2.4212355047249723e-05,0.5005424614576778,1.5909866942147437
0.08583682403433476,-0.3388261709086778,-2.5469146818943657e-05,0.5005611251637615,1.5911425039900557
0.08726743776824034,-0.34444834786863104,-2.6768916879367154e-05,0.5005801083444603,1.5913009875183701
0.08869805150214592,-0.35015011731781864,-2.8112407213621196e-05,0.5005991292663996,1.591462662058763
0.09012866523605151,-0.35589674112847075,-2.950036043439685e-05,0.5006183198573338,1.5916273138947057
0.09155927896995708,-0.3614406716444964,-3.09335206178219e-05,0.5006385192984347,1.5917931245798307
0.09298989270386265,-0.36710203557659665,-3.241263357093858e-05,0.5006586064781218,1.5919624317789025
0.09442050643776824,-0.3728520953123188,-3.39384458409922e-05,0.5006787221811554,1.592135095838268
0.09585112017167383,-0.37847736962729467,-3.5511705523948257e-05,0.5006995758282746,1.592309415413711
0.0972817339055794,-0.38412287358532826,-3.713316229441239e-05,0.5007206798069309,1.5924865553005803
0.09871234763948497,-0.38979044471179136,-3.8803567037448694e-05,0.5007420124714697,1.592666514356089
0.10014296137339056,-0.3954820295583025,-4.052367213382236e-05,0.5007635726322139,1.592849321910054
0.10157357510729614,-0.4011520471740169,-4.229423128887047e-05,0.500785524095857,1.5930345985935517
0.10300418884120172,-0.4068795317465247,-4.4115999709861694e-05,0.5008075592172769,1.5932229912168274
0.10443480257510729,-0.41245551285677784,-4.598973414684287e-05,0.5008305223455172,1.5934127956658521
0.10586541630901287,-0.4181071634165871,-4.7916193023937105e-05,0.5008534688844248,1.593605856855784
0.10729603004291846,-0.4238815176962616,-4.9896136150166944e-05,0.5008762703316098,1.5938026796745737
0.10872664377682403,-0.4294739262622083,-5.193032464919035e-05,0.500900106827295,1.5940005403869126
0.1101572575107296,-0.43518806967065127,-5.4019521490876854e-05,0.5009237501404228,1.5942021311671295
0.11158787124463519,-0.440906696547395,-5.616449122681894e-05,0.5009477019342313,1.5944064397158284
0.11301848497854078,-0.44654174141740355,-5.836599983881293e-05,0.5009723066601416,1.5946126272490069
0.11444909871244635,-0.45221948325779165,-6.0624815236925195e-05,0.5009970494130369,1.5948218794947149
0.11587971244635192,-0.45789849112494196,-6.294170696573063e-05,0.5010221006327458,1.5950338060287579
0.11731032618025751,-0.4635782815006692,-6.53174460458984e-05,0.5010474622390588,1.5952484034159098
0.1187409399141631,-0.4692587718166407,-6.775280525179608e-05,0.5010731347749081,1.5954656724511724
0.12017155364806867,-0.47494030066766885,-7.024855930427825e-05,0.5010991165727099,1.5956856175588379
0.12160216738197424,-0.48062290983894596,-7.280548452235428e-05,0.501125407624703,1.5959082408227994
