d_km,epsilon,invariant_residual
2.4,0.9,0.9288048051527272
2.4,0.91,0.9419732019334779
2.4,0.92,0.9569921784924493
2.4,0.93,0.9743133218282725
2.4,0.9400000000000001,0.994552260348591
2.4,0.9500000000000001,1.0185720246814602
2.4,0.9600000000000001,1.0476242255076393
2.4,0.97,1.083602317557879
2.4,0.98,1.1295304707010507
2.4,0.99,1.1906032318465256
2.6,0.01,0.7576164332892047
2.6,0.02,0.7570895661392257
2.6,0.03,0.7565898242120642
2.6,0.04,0.7561172522683544
2.6,0.05,0.755671907493309
2.6,0.060000000000000005,0.7552538595531374
2.6,0.06999999999999999,0.7548631906828018
2.6,0.08,0.7544999958056563
2.6,0.09,0.7541643826856465
2.6,0.09999999999999999,0.753856472112937
2.6,0.11,0.7535763981240016
2.6,0.12,0.7533243082573994
2.6,0.13,0.7531003638466596
2.6,0.14,0.7529047403518939
2.6,0.15000000000000002,0.7527376277319988
2.6,0.16,0.7525992308595295
2.6,0.17,0.7524897699805982
2.6,0.18000000000000002,0.7524094812224242
2.6,0.19,0.752358617151468
2.6,0.2,0.7523374473854141
2.6,0.21000000000000002,0.7523462592626288
2.6,0.22,0.7523853585731175
2.6,0.23,0.7524550703554421
2.6,0.24000000000000002,0.7525557397645433
2.6,0.25,0.752687733015945
2.6,0.26,0.7528514384124085
2.6,0.27,0.7530472674597526
2.6,0.28,0.7532756560792974
2.6,0.29000000000000004,0.7535370659251878
2.6,0.3,0.7538319858157598
2.6,0.31,0.7541609332891356
2.6,0.32,0.7545244562943505
2.6,0.33,0.7549231350305989
2.6,0.34,0.7553575839486142
2.6,0.35000000000000003,0.7558284539298029
2.6,0.36000000000000004,0.7563364346605722
2.6,0.37,0.7568822572213499
2.6,0.38,0.7574666969121042
2.6,0.39,0.7580905763388275
2.6,0.4,0.758754768788422
2.6,0.41000000000000003,0.7594602019228593
2.6,0.42000000000000004,0.7602078618273629
2.6,0.43,0.760998797451818
2.6,0.44,0.7618341254897059
2.6,0.45,0.7627150357447278
2.6,0.46,0.7636427970419951
2.6,0.47000000000000003,0.7646187637484432
2.6,0.48000000000000004,0.765644382976091
2.6,0.49,0.7667212025521783
2.6,0.5,0.7678508798522684
2.6,0.51,0.7690351916064896
