epsilon,kappa_star,lambda_over_d,gamma_d_over_U0,vph_over_U0,chi
0.33047177253218885,0.8193934698789899,7.668092971387121,0.40224531649749284,0.16614682438718575,0.053865870038882296
0.3319023862660944,0.8195969261453537,7.666189448428065,0.4022430647441765,0.1668739528018209,0.054115346174365205
0.333333,0.8198014090141792,7.664277272632637,0.40224078212538533,0.1676011806047436,0.054365046662501026
0.33476361373390556,0.8200068839694483,7.66235678018245,0.4022384683393302,0.16832851263752813,0.05461497178788765
0.33619422746781114,0.8202134014516174,7.660427513205193,0.40223612308227524,0.16905594337572427,0.05486512411701091
0.33762484120171676,0.8204209270342103,7.658489807047044,0.4022337460485276,0.1697834776699123,0.055115503940702686
0.33905545493562234,0.8206294746885289,7.656543544898114,0.4022313369304283,0.1705111144484533,0.055366112855449165
0.3404860686695279,0.8208390343534149,7.654588834373513,0.4022288954183415,0.1712388556058975,0.05561695180995351
0.3419166824034335,0.8210496321510616,7.6526254456972564,0.40222642120064733,0.1719666985425559,0.055868022745398455
0.34334729613733905,0.8212612700294568,7.650653374844064,0.4022239139637286,0.1726946436425226,0.05611932695138061
0.3447779098712446,0.8214739136016339,7.648672956189036,0.4022213733919638,0.1734226958654161,0.056370864715238916
0.3462085236051502,0.8216876135054719,7.646683732245094,0.4022187991677162,0.1741508494973756,0.05662263867655651
0.34763913733905577,0.821902335141465,7.644686039367597,0.40221619097132283,0.17487910954476493,0.05687464912100248
0.34906975107296134,0.8221181120088216,7.642679580220909,0.4022135484810862,0.1756074724121879,0.057126898231305755
0.35050036480686697,0.8223348884303119,7.640664886750758,0.40221087137326256,0.17633594584808912,0.05737938569799624
0.35193097854077254,0.8225527119268723,7.638641531508539,0.40220815932205223,0.17706452446627075,0.057632114106973324
0.3533615922746781,0.8227716018887,7.6366093491271725,0.4022054119995906,0.17779320641660343,0.057885085270806554
0.3547922060085837,0.8229915116428133,7.6345687875169155,0.40220262907593474,0.17852199836399926,0.05813829913152228
0.35622281974248926,0.8232124919927587,7.6325193899448935,0.40219981021905654,0.17925089440926412,0.05839175840250375
0.35765343347639483,0.8234345084401951,7.630461491201793,0.40219695509482944,0.1799798996802857,0.05864546337316619
0.3590840472103004,0.823657575300435,7.628394973345263,0.4021940633670192,0.18070901298921882,0.058899415728603736
0.36051466094420603,0.8238816947583891,7.626319831055584,0.40219113469727225,0.1814382347186978,0.059153616812695875
0.3619452746781116,0.8241068687524977,7.6242360613870845,0.40218816874510677,0.18216756528466874,0.059408067966691756
0.3633758884120172,0.8243330995479629,7.622143658461705,0.4021851651678992,0.18289700506114148,0.05966277054582599
0.36480650214592275,0.8245603893112918,7.620042617409226,0.40218212362087624,0.18362655443594705,0.0599177259070634
0.3662371158798283,0.8247887400377387,7.617932935035092,0.4021790437571016,0.18435621382069256,0.06017293540693325
0.3676677296137339,0.8250181419484239,7.615814716923376,0.402175925227466,0.1850859852046795,0.06042840005879108
0.36909834334763947,0.8252486214981256,7.613687734216781,0.4021727676806762,0.1858158657327673,0.060684121949402425
0.37052895708154504,0.825480180905431,7.611551982129785,0.4021695707632431,0.18654585577154476,0.06094010246003068
